gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
1188,1091.00000000,Fig River,Fig River South,,,site(?),,Canada,Newfoundland and Labrador,53.0873000000,-63.1454000000,,metamorphic(?),,,"REE, Zr",,,,,Showing,,,,,,,Paleoproterozoic(?),,gneiss,,,,,,Kerr and Rafuse (2011); Newfoundland and Labrador Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000486B9A779C924FC070787AA52C8B4A40
1189,1092.00000000,Fir,AZ - 1,,,intrusion or complex,,Canada,British Columbia,52.3108000000,-119.173300000,,carbonatite,carbonatite-hosted deposits,,"Nb, Ta, P, REE",,,,,Occurrence,,,,,,,,,,,,,,,British Columbia Geological Survey (2014); Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000006419E25817CB5DC068CC5D4BC8274A40
1190,1093.00000000,Flowers River,Nukliavik,,,intrusion or complex,,Canada,Newfoundland and Labrador,55.5667000000,-61.0667000000,,alkaline igneous,,,"REE, Nb, Zr",HREE 67% of total REE; Y dominant,,,,Occurrence,,"monazite, astrophyllite, fergusonite","fluorite, zircon, aenigmatite","aegirine, calcite, biotite, quartz",,,,1262 ± 7 Ma (Rb-Sr),peralkaline granite,Nukliavik volcanics,,,Rare Element Resources Ltd. (2011),1.1% REE (does not seem to include yttrium).,Industrial Minerals (2010); Kerr (2011); Kerr and Rafuse (2011); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000505227A089884EC0605227A089C84B40
1191,1094.00000000,Forster,,,,district or area,,Canada,British Columbia,50.6500000000,-116.392800000,,alluvial placer,surficial placers,,"U, Nb, REE, Th",,,,,Showing,,,,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000098779CA223195DC03833333333534940
1192,1418.00000000,Fortymile,,,,district or area,,United States,Alaska,64.3330000000,-142.000000000,,alluvial placer,,,"Au, Sn Pb, W, Hg, REE",,,,,Showing,,,native gold,,,,,,stream and bench sediments,,,,,,Nokleberg and others (1996),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000FEFFFFFFFFBF61C060643BDF4F155040
1193,1095.00000000,Fox Harbour,,,,site,,Canada,Newfoundland and Labrador,52.3556000000,-55.6514000000,,metamorphic(?),,,"Zr, REE, Th, Hf, U",,,,,Occurrence(?),,,,,,,Paleoproterozoic,,mylonite,,,,,,Kerr and Rafuse (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000A04E401361D34BC0983A014D842D4A40
1194,1097.00000000,Francon Quarry - Orleans,Eastview,,,site,,Canada,Québec,45.6403370000,-73.6807640000,,carbonatite,,,"P, REE, Nb, Mo, Sr",,,,,Occurrence,,,apatite,"phlogopite, dolomite",Lower Cretaceous,,,,limestone,,,,,"Carbonatite dikes in limestone have high concentrations of La, Ce, Nb, Mo and Sr.",Woolley (1987),,Five diamond drill holes in 2015.,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000D0122BA3916B52C0A0B51490F6D14640
1195,1098.00000000,Fraser Lakes zone B,,,"Fraser Lakes, Way Lake (Falcon Point) project",intrusion or complex(?),,Canada,Saskatchewan,57.0486000000,-104.930800000,,other igneous deposit,"pegmatite, ""Rössing type"" uranium",,"REE, U, Th",,,,,Deposit,,monazite,"uraninite, uranothorite, thorianite, molybdenite, chalcopyrite, pyrite, ilmenite, zircon","quartz, feldspar, biotite, garnet, fluorite",Paleoproterozoic,,Archean; Late Paleoproterozoic,1850-1780 Ma (U-Pb),"gneiss, granitoid; metasediment, granite",,,hydrothermal,Skyharbour Resources Ltd.,Mineralization is within a highly tectonized contact between Archean granitoid and Wollaston Group pelitic metasediments; over 70 mineralized outcrops identified.,Armitage and Sexton (2012); Normand (2014),2008,,,No production,,,,,10.355 inferred,,,"0.003% La2O3, 0.006% Ce2O3, 0.007% Y2O3, 0.001% Yb2O3",,,,,,,,0.03% U3O8,,Armitage and Sexton (2012),NI 43-101 compliant,Cutoff is 0.01% U3O8.,North America,0101000020E610000078C7293A923B5AC0004B598638864C40
1854,6427.00000000,Telfer East,,,,site(?),,Australia,Western Australia,-33.6557000000,115.043200000,,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, (leucoxene), zircon",,,,,,,,,,,,Geoscience Australia (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Oceania,0101000020E610000000CCEEC9C3C25C4058FE43FAEDD340C0
1196,1099.00000000,Frisby Ridge,,,,intrusion or complex,,Canada,British Columbia,51.1590000000,-118.290000000,,carbonatite,,,"REE, Nb",,,,,Showing,,,,,,,,,carbonatite,,,,Silver Fields Resources Inc.,Carbonatite sill or lens is 2-5 m thick and associated with sedex-style Ag-Pb-Zn mineralization.,Silver Fields Resources Inc. (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000C0F5285C8F925DC03808AC1C5A944940
1197,1420.00000000,Gallinas Mountains,,,,intrusion or complex,,United States,New Mexico,34.2092000000,-105.751800000,,fluorite deposit,,,"F, REE",,,,,Deposit,small deposit,bastnäsite,"fluorite, galena, malachite, Cu-sulfides, pyrite","quartz, clay",Permian,,,,sandstone,,,,Strategic Resources Inc.,Bastnäsite concentrate was reported to be produced in the 1950's from Cu-F veins and breccia fillings probably associated with alkalic trachyte.,Castor (1994); DeMark (1980); Gieré (1996); Jackson and Christiansen (1993); Long and others (2010); Möller (1989a),~1885,,,Past producer,Very small past producer.,1954–1955,Jackson and Christiansen (1993),First production reported in 1943. About 60 t bastnäsite reported produced 1954–1955.,0.046 exploitable,0.0014 exploitable,3.04,,,,,,,,,,1983,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E61000007C48BF7D1D705AC06829CB10C71A4140
1198,1100.00000000,Gaspé Bay,Gaspé,,,site(?),,Canada,Québec,49.1542000000,-65.1333000000,,bauxite,,,"Al, REE",,,,,Showing,,,,,,,,,,,,,Brookemont Capital,,Bergeron and others (2015); Zinck (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000A023B9FC874850C090855AD3BC934840
1199,1101.00000000,Gatineau,Meach Lake,,,site(?),,Canada,Québec,45.5540000000,-75.7210000000,,other igneous deposit,pegmatite,,"REE, U",,"2.21% Ce, 0.94% La, and 0.89% Nd reported",,up to 4.06% TREE reported,Showing,,,"pyrochlore, uraninite",arfvedsonite,,,,,,,,,Critical Elements Corporation,,Critical Elements Corporation (2011a); Houle and others (2011); Rose (1960),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000009C1A2FDD24EE52C0F8FDD478E9C64640
1200,1421.00000000,Gay and South Forty,,,,site,,United States,Idaho,43.0500000000,-112.117000000,,phosphorite,,,"P, V, U, REE",,,,,Deposit,,monazite,"carbonate-rich apatite (collophane), vanadinite, uraninite, pyrite",clay,Permian,,,,mudstone,,,,,Approximately 0.1% REE in P ore.,Jackson and Christiansen (1993),1946,,,Past byproduct producer(?),,1946–1982,Jackson and Christiansen (1993),39.959 Mt phosphate ore produced; unclear if REE ever produced as byproduct.,18 exploitable,,,,,,,,,0.018 exploitable,0.1,,1989,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000706891ED7C075CC07066666666864540
1201,1422.00000000,Gem Park,,,,intrusion or complex,,United States,Colorado,38.2660000000,-105.553000000,In Wet Mountains.,carbonatite,carbonatite dikes,,"Nb, Th, Cu, REE, Ni, Ag",,,,,Occurrence,,"fersmite, ancylite, monazite","apatite, strontianite, vermiculite, barite, magnetite, lueshite, natroniobite, thorianite","dolomite, calcite, aegirine, phlogopite",,,Neoproterozoic,"551 Ma (K-Ar, riebeckite, fenite)","gabbro, pyroxenite, tuff",,,,,"Concentrations of Th, REE, Cu, P, and vermiculite have not been fully appraised.",Long and others (2010); Mariano (1989); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000004AC1C5A64635AC0405EBA490C224340
1202,1423.00000000,Geoduck,,,Bokan Mountain,site,,United States,Alaska,54.8887000000,-132.085300000,In Bokan Mountain area.,alkaline igneous,peralkaline granite,"dikes, veins, veinlets","U, Th, REE, Nb, Be, Zr, Pb, Sn, Sr, Ta",,,,,Occurrence,,allanite(?),"pyrite, fluorite","feldspar, quartz, chlorite, epidote",,,Jurassic,151–191 Ma,"quartz monzonite, quartz diorite",Bokan Mountain complex,,"albitization(?), chloritization(?)",,Occurrences are related to a system of andesite dikes that strike N40–50 degrees W with steep to vertical dips.,Grybeck (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000028CB10C7BA8260C048FAEDEBC0714B40
1203,1102.00000000,Girard,,,,district or area,,Canada,Québec,47.9880000000,-78.3440000000,,unclassified,,,"U, REE","soil geochemistry has found >100 ppm for Er, Dy, and Yb",,,,Showing,,,,,,,,,,,,,Montero Mining and Exploration,,Montero Mining & Exploration (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000B8749318049653C06039B4C876FE4740
1204,1103.00000000,Goéland,,,Montviel,district or area,,Canada,Québec,49.8008000000,-76.6069000000,,carbonatite,,,REE,,,,,Showing(?),,,,,,,,,carbonatite,,,,Canada Rare Earths,,Canada Strategic Metals (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000004CFC1873D72653C08851499D80E64840
1205,1425.00000000,Gold Bench,,,,site,historic Au mine,United States,Alaska,66.9810000000,-150.636700000,,alluvial placer,,,"Au, Bi(?), Cu, Hg, Pb, REE, Sn, Th, Ti, U",,,,,Showing,,monazite,"gold, magnetite, chalcopyrite, cinnabar, rutile, cassiterite, scheelite, uranothorianite, galena, bismuthinite(?)","garnet, hematite, magnetite, titanite, pyrite",Quaternary,,,,bench gravel,,,,,Bench is largely mined out.,Grybeck (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000009EABADD85FD462C0145839B4C8BE5040
1206,1426.00000000,Gold Fork-Little Valley,,,,district or area,historic Au placer,United States,Idaho,44.6830000000,-115.967000000,In Valley County on South Fork Koyukuk River.,alluvial placer,,,"Au, Ti, Zr, REE",,,,,Deposit,,monazite,"native gold, ilmenite, zircon, garnet, magnetite; minor titanite",quartz,Pleistocene,,,,fluvial sand,,,,,,Anstett (1986); Jackson and Christiansen (1993); Overstreet (1967),1880's,,,No production,,,,,296.3 exploitable,0.029 exploitable,0.0098,,,,,,,0.046 exploitable,0.0155,,1981,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000D8CEF753E3FD5CC08895438B6C574640
1207,1427.00000000,Gold Hill Area and White Signal District,,,,district or area,,United States,New Mexico,32.4540000000,-108.506030000,,other igneous deposit,pegmatites,,"REE, Th",,,,,Occurrence,,"euxenite-(Y), allanite, samarskite",,"quartz, muscovite, microcline",Proterozoic,,,,granite,Burro Mountain granite,,,,,Long and others (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000DC32A7CB62205BC0303108AC1C3A4040
1208,1428.00000000,Good Earth,,,,district or area,,United States,Arizona,33.2526000000,-112.656000000,,alluvial placer,,,"REE, Nb",,,,,Occurrence,,,,,,,,,,,,,,,U.S. Geological Survey (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000408B6CE7FB295CC0207C613255A04040
1209,1429.00000000,Goodrich,,,,site(?),,United States,Michigan,46.4333000000,-87.6167000000,,unclassified,,,"Th, REE",,,,,Showing,,monazite,,,,,,,quartzite,,,,,,Data Metallogenica (2012); Goad (1990); Spence (1930),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000005CDC460378E755C0B0ADD85F76374740
1210,1105.00000000,Grande-Vallée,,,,district or area,,Canada,Québec,49.0966000000,-65.2894000000,,supergene(?),aluminous clay,,"Al, REE",,,,,Deposit,,,,,,,,,,,,,Orbite Aluminae Inc. (2012),Orbite plans to produce separated HREE by 2014.,Bergeron and others (2015); Syrett (2012e),,,,No production,,,,Production planned to start in 2014.,70,,,,,,,,,,,,,Syrett (2012e),Not known,,North America,0101000020E610000094DD9387855250C0A06588635D8C4840
1211,1431.00000000,Green Cove Springs,,,,district or area,,United States,Florida,29.7553000000,-81.9969000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,"ilmenite, rutile, magnetite, (leucoxene), zircon, staurolite, minor garnet","epidote, quartz",Pleistocene,,,,sand,,,,RGC (USA) Minerals Sands Inc.,,Anstett (1986); Hedrick (1996); Hedrick and Templeton (1991); Jackson and Christiansen (1993); Towner (1992); Towner and others (1988),1950's,,,Past byproduct producer,Active mine (1999); Past byproduct monazite producer.,,Jackson and Christiansen (1993),An estimated 1000 t monazite produced in 1989.,110.1 exploitable,0.005 exploitable,0.0045,,,,,,,0.008 exploitable,0.0073,,1989,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E61000007858A835CD7F54C040AB3E575BC13D40
1212,1107.00000000,Guano,"Guano-Guayes, White, PS",,,site,,Canada,Yukon Territory,61.4911000000,-132.415600000,,carbonatite,"carbonatite, skarn",,"REE, Nb, U, Th",,,,grab samples assayed as much as 5.5% REE,Occurrence,,zircon,"fluorite, zircon","serpentine, actinolite, tremolite, vesuvianite",,,Mississippian(?),,"skarn, melagranite, syenite",,Silurian–Devonian carbonate rock,,,About 1% TREE in dike rocks.,Canada Department of Indian and Northern Affairs (1981); Chronic and Godwin (1981); Yukon Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000F6065F984C8D60C07088635DDCBE4E40
1214,1432.00000000,Hall Mountain,,,,district or area,historic Th mine,United States,Idaho,48.9858400000,-116.418870000,,other igneous deposit,,,"Au, Zr, REE",0.026% Y2O3,,,,Deposit(?),small deposit,"monazite, allanite","native gold, zircon, apatite, hematite, thorite, magnetite",quartz,,,,,quartzite,,,,,Thorium Mining ceased in the 1940's.,Jackson and Christiansen (1993); Long and others (2010),1930's,,,No production,,,,,0.071 exploitable,,,,,,,,,,,,1983,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000A0D11DC4CE1A5DC0608B4F01307E4840
1215,1109.00000000,Hara 4,,,,site,,Canada,Saskatchewan,59.1084000000,-102.176100000,,unclassified,,,"REE, Mo, Th, U",,,,,Showing,,,,,,,,,,,,,,Sample from boulder of unspecified composition.,Saskatchewan Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000D434EF38458B59C080711B0DE08D4D40
1216,1110.00000000,Hara 5,,,,district or area,,Canada,Saskatchewan,59.2047600000,-102.033200000,,unclassified,granite-hosted REE-Th-Mo-U; metasedimentary-hosted U-REE-Mo,,"REE, Mo, Th, U",,,,,Showing,,,,,,,,,"granite, granitic gneiss",,,,,,Saskatchewan Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000888EE4F21F8259C0C0C35F93359A4D40
1217,1111.00000000,Hara 6,,,,site,,Canada,Saskatchewan,58.9861000000,-102.120800000,,other igneous deposit,granite-hosted REE-Th,,"REE, Th",,,,,Showing,,,,,,,,,granite,,,,,"Sample from granite boulder contained >26,000 ppm TREE.",Saskatchewan Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000D456EC2FBB8759C0004B5986387E4D40
1218,1112.00000000,Hazleton Lake,,,,site(?),,Canada,Saskatchewan,59.8000000000,-109.899900000,Occurrence is on southeast shore of lake.,other igneous deposit,pegmatite,,"REE, Ta, Nb",,,,,Showing,,"euxenite-(Y), polycrase-(Y)","pyrochlore, microlite",,,,,,,,,,,,Saskatchewan Geological Survey (2014),1958(?),,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000E46A2BF697795BC07066666666E64D40
1219,1435.00000000,Henry,,,,site,,United States,Idaho,42.8830000000,-111.467000000,,phosphorite,,,"P, V, U, REE",,,,,Deposit(?),,monazite,"carbonate-rich apatite (collophane), vanadinite, uraninite, pyrite",clay,Permian,,,,mudstone,,,,,Approximately 0.12% REE in P ore.,Jackson and Christiansen (1993),,,,Past byproduct producer(?),,,,Phosphate ore first produced in 1969.,0.847 exploitable,,,,,,,,,0.0016 exploitable,0.189,,1989,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000D8CEF753E3DD5BC0202FDD2406714540
1220,1436.00000000,Hicks Dome,,,,intrusion or complex,,United States,Illinois,37.5313100000,-88.3687300000,,carbonatite,,,"F, REE, Th, Nb",,,,,Deposit,,"brockite, florencite, xenotime, bastnäsite, churchite, cheralite","fluorite, thorite, barite, apatite, sphalerite, galena, hematite, bertrandite","calcite, quartz, dolomite, biotite, albite, pyroxene",,,,"252 ± 13 Ma, 269 ± 13 Ma (K-Ar, biotite, mica peridotite)","intrusive carbonatitic and other breccias, ultramafic dike",,,,,Ore contains 0.42% REO and 0.15% ThO2.,Bradbury and Baxter (1992); Jackson and Christiansen (1993); Long and others (2010); Mariano and Mariano (2012b); Woolley (1987),1954,,,No production,,,,,14.7,0.062,0.42,,,,,,,,,,1978,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E610000074C3B645991756C0E00451F701C44240
1221,1438.00000000,Hilton Head Island,,,,district or area,,United States,South Carolina,32.2000000000,-80.7330000000,,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,"ilmenite, rutile, zircon, magnetite, garnet","quartz, clay, staurolite",,,,,dune and beach sand,,,,,"Mining unlikely, resort area.",Jackson and Christiansen (1993),1954,,,No production,,,,,759.3 exploitable,,,,,,,,,0.061 exploitable,0.008,,1983,Jackson and Christiansen (1993),Not compliant,,North America,0101000020E6100000F0FDD478E92E54C0A099999999194040
1222,1113.00000000,Hiren,,"Hiren 2, Hiren 3, Hiren 6, Hiren 7",,site(?),,Canada,British Columbia,51.0880000000,-118.338000000,,alkaline igneous(?),,,"REE, Nb",,,,,Showing,,,"fluorapatite, pyrochlore","calcite, phlogopite, albite",,,,,,,,,"Zimtu Capital Corp,, Cazador Resources Ltd. / Cathro Resources Corp.",,Brown (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E61000001083C0CAA1955DC030068195438B4940
1223,1114.00000000,Hodgie Zone,,,,site,,Canada,British Columbia,52.2871000000,-119.140600000,Estimated location.,carbonatite,,,REE,,,,,Showing,,,,,,,,,,,,,,,Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000050742497FFC85DC048575BB1BF244A40
1224,1439.00000000,Hogatza,Bear Creek,,,district or area,historic Au mine,United States,Alaska,66.1889000000,-155.710400000,,alluvial placer,,,"Au, REE",,,,,Showing,,,gold,,,,Pleistocene–Holocene,,glacial sediment,,,,,,Barker (1991a); U.S. Geological Survey (2012),,,dredge,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E610000081E2C798BB7663C0BC8D06F0168C5040
1225,1115.00000000,Hoidas Lake,,,,intrusion or complex,,Canada,Saskatchewan,59.9389000000,-107.800000000,,other igneous deposit,"allanite in veins, skarn",veins,REE,,Ce + La + Nd = ~80% TREO,,,Deposit,,"apatite, allanite, chevkinite, monazite, REE-carbonates",apatite,"feldspar, pyroxene",,,,,,,,,Great Western Minerals Group (2011),Veins are associated with the Hoidas-Nisikkatch Fault Zone.,Clarke (2012); Dunn (2009); Hedrick (2010); Saskatchewan Geological Survey (2014); Walters and Lusty (2011); Watts (2012b); Industrial Minerals (2006d),1950,,,No production,Under development (2011).,,,Production planned to start in 2015–2016.,2.85 measured + indicated + inferred,,2 measured + indicated + inferred,,1.5,,,,,,,,,Dunn (2009),NI 43-101 compliant,,North America,0101000020E61000003033333333F35AC0781B0DE02DF84D40
1226,1116.00000000,Hoidas Lake North,"JAK 1, 2",,Nisikkatch-Hoidas Lakes,intrusion or complex(?),,Canada,Saskatchewan,59.9556000000,-107.805600000,,other igneous deposit,pegmatite/shear zone veins,,REE,,,,,Occurrence,,"allanite; rare monazite, bastnäsite, chevkinite","apatite, titanite","feldspar, quartz, amphibole, pyroxene",,,,,,,,,Great Western Gold Corp. (2001),,Normand and McEwan (2009); Saskatchewan Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0101000020E6100000146A4DF38EF35AC06807CE1951FA4D40
